,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
14-3-3epsilon,3.166058877754099e-200,13.754834664445836,12.08417174678438,13.706733099821514,11.22561851389955,5.156876700085877e-196
Calr,1.0041746662984046e-199,11.15629709711893,8.089766210838647,10.969520725683061,5.975656774486296,1.6355996964668414e-195
Rdl,2.112831083209092e-199,0.8300177055866079,10.860678349530188,3.2690712658522205,9.762608962220606,3.441379268330969e-195
fabp,2.659328214468154e-199,9.49141414905969,0.0,8.668729449903442,2.447177384843399,4.331513795725729e-195
CG31221,6.656189253115775e-199,0.0,10.818661819505312,2.085733211264628,9.339216857273335,1.0841601055474974e-194
CG11000,1.498678565574653e-198,0.0,9.028603126453964,1.092979131989665,7.47820153883297,2.4410476476079948e-194
GstZ2,1.676889955277408e-197,9.811829571759409,0.0,8.636795586674152,1.417372853523535,2.7313183591558423e-193
slo,1.213273564931201e-194,0.0,7.149003373128608,0.503945853204288,5.711823388127408,1.9761799825599402e-190
CG15772,2.158163708055268e-193,0.0,9.056859022832999,0.19278718432748304,6.4153124317218575,3.5152170476804204e-189
CG8177,7.401495583340031e-193,0.0,7.433957367615902,0.3017634235374435,5.811168846376885,1.2055556006144242e-188
CG7582,5.433101220276853e-192,0.0,7.336836510174101,0.12776293685095574,5.189064339046622,8.849435267586938e-188
Non2,5.5959486604238833e-191,10.720699770915848,0.0,9.794970045367851,3.4731112487975047,9.114681178098421e-187
PyK,8.55896225272292e-191,0.0,10.579545324849756,2.164011124406691,8.920380193710466,1.3940837717235093e-186
CR31451,8.039264033765238e-190,8.860133265975495,12.57287099512882,7.863027377434519,11.851834859986,1.309435325819682e-185
CG3800,1.5142508770666398e-188,9.945508950515645,6.701421130051717,9.578381831388242,4.807599536057451,2.4664118285661426e-184
Gpdh,1.698664116939563e-188,0.0,9.969205077434914,1.054316195804703,7.655575467630202,2.76678411367116e-184
RpL13A,1.7147333573698232e-188,10.805134977061146,7.977161727031129,10.38736131056075,6.106341290833624,2.792957692483968e-184
CG2852,7.765193995506167e-188,11.507760302148435,8.868332877279716,11.526872741922269,7.522933131402449,1.2647947979880445e-183
Ald,3.193422278481983e-187,9.099602087407373,12.121225610723982,7.505819516604473,11.41103275035481,5.2014462071914535e-183
yps,7.224323683688095e-187,10.115970152919433,0.0,9.114501241041541,2.8287326080643482,1.1766978415991169e-182
eIF-5A,1.652150866617734e-186,9.484490611148647,0.0,8.789363367602043,2.9290197193854746,2.6910233315469653e-182
RpS7,2.6064226503461083e-186,10.937309675545215,8.73998470074611,10.584510141066751,7.139690707291268,4.245341212883741e-182
CR41535,3.422752581838287e-185,4.975754775147354,3.032877903809148,5.001431803075811,2.9290521100687266,5.574979405298203e-181
nAChRbeta1,1.419225770669484e-184,0.0,10.644630897986893,3.023884232480111,9.474700763544755,2.3116349352664556e-180
futsch,1.644807685876006e-183,5.6159692419096885,10.251509685472392,4.745900435489267,9.435661813719449,2.6790627587548384e-179
nrv3,8.4177616776089e-182,10.403209843982806,13.238690056962657,9.55838601077822,12.322853412348444,1.3710850220489376e-177
TM4SF,2.2066899894553817e-180,5.667269823554148,11.452464341728884,4.562205565524093,10.20326575486492,3.5942566548249255e-176
ERp60,8.461855908205473e-180,10.624012313787693,4.154106812742869,9.992469112754375,4.350814537905952,1.3782670903285075e-175
betaTub56D,1.2727136279600784e-179,12.890776237679558,10.470101002198408,12.421746049587002,8.667748481364914,2.0729959572213756e-175
Ef1gamma,2.0735100556203596e-179,9.775656046416367,0.0,8.74668430774093,2.8540587630707295,3.377333178594442e-175
nSyb,1.1572741823132193e-178,8.739882445296493,11.655782237705358,7.222952018594764,10.885251485165336,1.8849681881517715e-174
CG3662,1.1975455892259635e-178,8.099536665063653,12.016527024879895,6.334968153314711,11.004493658860335,1.9505622557312493e-174
alphaTub84B,4.0330288755294355e-178,12.772170095108144,10.71833441511912,12.35089205054721,9.053821953379991,6.568997432462344e-174
bol,5.143184361972811e-178,0.0,8.864437877912472,1.3874255400002158,7.243249201151999,8.377218688781315e-174
RpS3A,5.760986196334249e-178,10.61803972966874,8.45218598779272,10.231601209884264,6.567952633613986,9.383494316589224e-174
CG3408,3.4389596242248954e-177,7.793420784974508,0.0,6.13354351967056,0.21547401947637898,5.60137743593751e-173
Hr4,8.329930545757322e-176,6.95506584360911,0.0,5.6963286336413255,0.45894563879803774,1.3567790872929526e-171
RpL23A,4.2826707496334874e-175,10.477324373479254,7.613690076605874,9.908670403005583,5.793510950337443,6.975614117003024e-171
Prosbeta3,2.4803406243621307e-173,9.74474895318506,0.0,9.00955461083654,3.069292215357415,4.0399788089610385e-169
Cam,6.66019706096818e-173,10.068185120557047,12.014987378870707,9.52319299905056,11.627619983962111,1.0848128972904971e-168
NaCP60E,1.1338757389862926e-172,0.0,8.782757726494989,1.3115998466371575,7.086955707733999,1.8468568036608736e-168
sta,6.740744942689937e-172,11.475777593469862,8.773037989781944,10.87354790057596,6.665131761006933,1.097932536265337e-167
Tcp-1eta,2.1682767163675162e-171,9.372864574227314,0.0,7.74253828413996,1.4002550554390494,3.53168911561941e-167
Sap47,2.232442729366653e-171,7.702844593762713,11.001068085995442,6.307073831037648,10.113712331072378,3.636202717592404e-167
Idh,2.331474836210936e-170,9.78820310044218,0.0,8.254983518444037,1.7445098683139477,3.7975062132203727e-166
Rbp,9.53276974171464e-167,0.0,5.0844184129009005,0.3125686025351079,4.489203392529175,1.5526975355304807e-162
Prosalpha3,1.9506811978770744e-166,9.400556405595307,0.0,8.299634341036343,2.1697609672769165,3.1772695351021787e-162
RpS24,2.2470557841388563e-165,9.259613887521976,4.7648036796964615,8.58571206027096,3.9346732143846617,3.660004461205369e-161
CG33543,4.1492224112333506e-165,0.0,7.840940437007848,0.5438369018034862,5.627684519840699,6.7582534634168815e-161
RpS13,1.088956232780164e-162,8.983183738085051,0.0,8.367159214041642,3.373662307451245,1.7736919119523312e-158
CG2862,1.160754613490829e-162,8.535742809911259,0.0,7.626212890821779,2.2474712978494202,1.890637114453862e-158
Set,1.3936531784093822e-162,9.610870531905416,0.0,8.54519459390402,2.6976749663890085,2.2699822969932017e-158
Nph,2.0859197860584776e-162,8.387544390726848,0.0,7.313396783291283,1.606460721767775,3.3975461475320485e-158
RpL10,3.003196626673387e-161,9.97157434087226,7.156513165647619,9.424867002113569,5.408388543781683,4.891606665525613e-157
eff,9.134417182140799e-160,10.947007108400584,8.787978829905807,10.456770266578685,6.951689722087503,1.4878138706270934e-155
Frq1,1.1414626969944735e-159,0.0,9.406448249137647,2.4110328870807938,7.902686985651772,1.8592144408645986e-155
sif,4.118058340133758e-159,6.1231433366414745,9.850529431946459,5.023367207792553,9.137124440642856,6.7074934244098655e-155
AcCoAS,5.2974444245209e-159,0.0,9.528690740202018,1.8064032444806812,7.612981059378283,8.628477478659643e-155
RpL18A,2.8260772328884436e-158,10.013373664954914,7.064894144778711,9.520900994839607,5.2441463478918875,4.603114596928697e-154
RpS19a,3.083826186038162e-158,8.545902182535631,4.8232895481524185,8.033916992348889,3.8621126430004216,5.0229360918189584e-154
RpS15,9.359450587607895e-158,9.721104405946036,7.398286795153871,9.246266559752405,5.736938919709969,1.524467311709574e-153
CG4678,1.7698328848159374e-157,0.0,1.7225855194531687,0.0774277958132402,3.979565038755653,2.8827038027881985e-153
HIP-R,6.085502628723771e-157,7.006696407187583,0.0,6.24664647042401,1.853716510288503,9.912066681665279e-153
RpL41,3.673691954717735e-156,8.60170506489614,5.8885045493396015,8.131826341367056,4.588286597568775,5.983709455844247e-152
CG12858,3.7339170018749084e-156,0.0,4.788076026408559,0.3187592166595922,4.4613263741161475,6.0818040126538504e-152
RpL40,1.3930225560541004e-155,9.887288251228052,7.775599118551874,9.504770878573435,6.531333294025034,2.2689551393009187e-151
CR44922,1.901905868354629e-154,0.0,0.7804499141459119,0.08632424542269763,3.245339236430638,3.09782427837602e-150
Ef1alpha100E,2.1999611939674766e-154,12.060459896865272,10.008459947584646,11.590575117652797,8.379086873250849,3.583296792734226e-150
shi,2.2959905825910868e-154,6.408927484924742,10.65887855435821,5.340751273856059,9.502583513208208,3.739709460924362e-150
CR43481,4.2764966667558774e-154,2.7407387244839114,0.0,2.7670798881972485,0.4909811928794009,6.965557770811973e-150
CG6044,6.375566671574808e-154,0.0,10.193875744329993,2.2435493754174725,8.173565408400059,1.0384522994661048e-149
RpS4,1.4244678625401173e-152,10.196570957023424,7.082139018519217,9.52017926776449,5.038569235359601,2.320173254505343e-148
IscU,2.9556799878323357e-152,7.201791122775263,11.03885577018323,5.246924528211028,9.640308908397278,4.814211564181308e-148
CG1943,1.1256544475102022e-151,8.950511586349537,0.0,7.9813236208723914,2.6538286041349104,1.8334659641046173e-147
igl,2.491408680142554e-150,3.688377086990458,10.922422460217426,3.8813437433168487,9.331726773142348,4.058006458216192e-146
CR40668,2.8838273800198095e-150,3.7425659568031713,2.291926397312875,3.774279737162199,2.2602318482132286,4.697178036576266e-146
CG8860,9.793074416516666e-150,6.620899453351782,0.0,5.8928761996702885,1.576490386578243,1.5950959609622345e-145
CG32225,4.158886398682458e-149,0.0,8.110469198001233,0.573087183308834,5.5844826709334,6.773994166173987e-145
Hsp83,5.905474773015661e-149,12.567452375511875,10.00321882494113,12.082015735601658,8.35724358530155,9.618837310287908e-145
CG9705,8.744470528919982e-149,8.060542005818442,0.0,6.5345481245378325,1.2501999981170033,1.4242993597504866e-144
awd,1.0643553463871744e-148,9.262740715976753,6.531025123190281,8.723920448008627,4.936443945384755,1.7336219881954296e-144
CG5525,1.132220179226809e-148,9.363189106945814,0.0,7.450701300878466,1.519087390054528,1.8441602279246265e-144
Hel25E,1.8153674626429903e-148,9.633141160256534,0.0,8.161011757664621,2.297218301416584,2.956870523152903e-144
CG13364,2.0414484367700333e-148,7.843099834806288,0.0,7.3823361815269894,2.9746582897375835,3.32511121381103e-144
CG11099,2.52595647130025e-148,0.0,0.0,0.007069161092047348,3.0183195785900017,4.114277900453847e-144
Cct5,4.2488353029732936e-148,9.192644370470115,0.0,7.3268340236421405,1.4016170590715469,6.920502941482901e-144
CG17124,7.801644163225093e-148,9.013847783569602,5.284601768173802,8.526826306189504,4.199520782317646,1.270731801306103e-143
Fas1,2.692228791371187e-147,6.048874923280325,10.05492369002113,5.982664794078721,9.476433509267459,4.3851022553853895e-143
sesB,2.8162583338752153e-147,9.840664315978698,11.938003511675372,8.938484422956959,11.218076194566908,4.587121574215951e-143
unc80,4.376490675821448e-147,0.0,1.4560225796476112,0.06849724240370973,3.313001040490492,7.1284280127779745e-143
Prosbeta1,9.139318546310705e-147,8.993797383545221,0.0,7.647932176886058,2.128805348270686,1.4886122048230876e-142
Su(var)205,1.171399301490298e-146,9.244321081335814,0.0,8.19039479365886,3.1237272488786063,1.9079751822673973e-142
CG9098,1.2447674562411777e-146,8.182015321285999,0.0,6.525916059713859,0.9287509613154424,2.0274772327256302e-142
RpL10Ab,1.4016584682117606e-146,10.162605756466832,7.631102533341995,9.672364042525539,5.942145206768937,2.2830213130233157e-142
Rbp9,1.488235843835987e-146,0.0,8.688287027856619,1.5116779324993055,6.869349366390817,2.4240385424400556e-142
CG13551,3.788989906448888e-146,9.167693913672597,5.734971102039433,8.673516488706861,4.398519121280142,6.171506759623949e-142
unc79,1.9419953983646245e-145,0.0,7.0859832848581,0.8522727301839592,5.593970618668264,3.1631221048563004e-141
CG7781,2.3231828420507074e-145,5.17494297161295,10.140252040562679,4.147144299472542,8.786008144864315,3.784000213132192e-141
Prosalpha2,2.455667537213059e-145,8.799737847662485,0.0,7.646217130759974,2.341578506800507,3.9997912846126306e-141
ftz-f1,4.849875692311804e-145,0.0,3.19593190034357,0.15008888039719953,3.7660834743860714,7.899477527637466e-141
RpS2,8.108694572559502e-145,10.535342347950452,8.108213502082897,9.937130460303383,6.238118330370325,1.3207441719784917e-140
Ih,8.496715614098007e-145,4.95915811328783,10.087695272181204,4.404665557349394,8.850091763147104,1.3839450392242834e-140
Hop,1.0786583424790299e-144,8.530320170580305,0.0,7.323329095341674,1.9800984757666509,1.756918708229844e-140
HIP,1.4309574501182498e-144,7.32813022919387,0.0,6.543172952041209,2.160163460770133,2.330743494752605e-140
fne,1.8488961751904308e-144,11.540461668791776,10.00420051321153,11.199940036143769,9.165297658912603,3.0114820901501737e-140
Myo81F,1.1242904276822453e-143,6.666392437249937,0.0,5.744760453117397,1.3118293003477572,1.8312442486088413e-139
RpL37a,2.54339406442402e-143,9.392844883947582,6.795835712521713,8.914298566366524,5.407784517712246,4.142680252133844e-139
Btk29A,4.888408460834423e-143,6.421496000513392,0.0,5.186006281865301,0.7383603669995558,7.962239701007108e-139
Snp,2.0742430926737724e-142,6.643687949801903,0.0,5.549783219068341,0.9214377756766633,3.3785271493470406e-138
para,2.8404818173021815e-142,3.1125884195708364,9.127267487081756,3.5051212628949138,8.02352245317204,4.6265767840217934e-138
Ost48,5.667709085682011e-142,9.410491298716325,0.0,8.23313943888687,3.2055463124924133,9.231564558758859e-138
RpL4,1.0280826166318907e-141,9.833886506209312,5.525002434306203,8.983430599989637,4.458078627747593,1.6745409659700235e-137
Vha13,1.2870830307707389e-141,7.379093940909168,10.152444449939246,5.750159837857864,9.0721634244578,2.0964008405193796e-137
Pdi,2.3132677046443296e-141,9.130415881947949,0.0,7.989233763591437,2.8685059351195883,3.767850437324684e-137
fru,5.447895897578426e-141,0.0,4.759780767928696,0.24276458321372807,4.345635629562359,8.87353283797574e-137
Fie,6.51897824643431e-141,0.0,9.095119902021779,1.6443934114357945,6.955339353640452,1.0618111767792206e-136
Prosalpha6,2.8875852167023537e-140,8.875015807295114,0.0,7.348750867923874,1.8769021881002825,4.703298800964794e-136
RpL22,5.223201170150081e-140,9.080495924073544,5.622191802527181,8.384947341598133,4.557708325069392,8.507550065940453e-136
His4r,7.936709490692016e-140,10.873706760129064,8.662936689280766,10.63073766997345,7.574562284663635,1.2927312418439157e-135
sty,4.2550486118400125e-139,0.0,6.453448382708698,0.6194042908272692,4.880204281953517,6.930623178965012e-135
Pdp1,1.0510929112274476e-138,2.8178012119203304,8.57796315472479,3.2900896854294825,7.534045913976412,1.7120201338072666e-134
Cngl,4.7010583100662754e-138,5.38369725179472,9.496909791066496,4.236779835940637,8.310706030088056,7.65708377543595e-134
RpL26,6.220414638820798e-138,8.691122752669735,5.351331829461527,7.937332770573319,4.001120161528331,1.0131811363711315e-133
Tapdelta,8.144127754911522e-138,8.581957808637661,0.0,7.48333858268676,2.1272931574331535,1.3265155287199886e-133
Nckx30C,1.7661635269983418e-137,0.0,9.241641616932283,2.2333064614495863,7.4928350602090195,2.8767271527748992e-133
RpL8,1.5598693885062684e-136,10.539817420336458,7.8756448265909365,9.708170498380692,5.720265611824165,2.54071525999901e-132
CG8745,1.5749806330902116e-136,0.0,1.9289213935583782,0.19788792627792412,3.3814525398910393,2.5653284551773367e-132
RpL18,1.7438987020700366e-136,8.571205452984861,3.769469820695416,7.744634608194298,3.61951734292103,2.840462205931676e-132
CG14321,1.7996852780598246e-136,8.059275558546453,0.0,7.008743668164585,2.249266432240871,2.9313273809038424e-132
Hsc70-4,4.280004261826902e-136,11.76161374847126,9.249578431495742,11.035170317049074,7.404266949350112,6.971270941663657e-132
CG6329,8.312768466345885e-136,7.510739074944827,10.57011450048584,5.982047808162513,9.346713676249587,1.3539837277984178e-131
RpL27,1.7964986225804278e-135,8.050545098157194,1.3356508760045465,7.151245716995583,3.0049256177797212,2.926136956459001e-131
Jupiter,1.9476185088780587e-135,10.267635906259759,8.44287837007724,9.970198743469464,6.688263610031934,3.172281027260582e-131
OstDelta,3.733496791334198e-135,8.589556103816719,0.0,6.605449969405444,1.205469339645259,6.081119573725142e-131
RpL37A,5.3877348415153277e-135,7.815640717155984,1.3143380146404455,6.985421510772376,3.000409964778672,8.775542509860166e-131
RpL7,1.392382258489931e-134,10.090350699034886,7.885771009585185,9.489297889318257,5.974688406922918,2.2679122226283996e-130
Teh3,1.609031598294341e-134,0.0,1.1167748839824778,0.16816205645796914,3.463824342050351,2.6207906673018225e-130
Gapdh2,6.811634293413873e-134,8.519507645812062,11.41113066747409,6.716359681792775,10.116376312828308,1.1094789937112516e-129
CG9135,2.0155545012070368e-133,7.886428921209098,0.0,5.787091261241587,0.7385059821777571,3.282935171566021e-129
SmD1,5.680517078141574e-133,6.502764348046912,0.0,5.117149902973345,0.7865205734323821,9.252426216876995e-129
Glut4EF,7.175047416980587e-133,0.0,8.817750092552675,2.6268726504428033,7.643504964283572,1.168671723277798e-128
Syp,1.9781693222651146e-132,9.90688750734276,7.678046816569836,9.599682397521976,6.320465976355957,3.222042192105419e-128
Cyp1,6.104399221468638e-132,11.863524221495267,10.565046643467744,11.658958234888702,9.444397614783476,9.942845451928117e-128
Sec61gamma,6.538123951681004e-132,8.87628775360317,0.0,8.014650489856836,3.320447479145198,1.064929629249802e-127
Ef1alpha48D,7.36929027714891e-131,10.507412624225172,4.8616153163914895,9.761829358791637,4.648771501020006,1.2003100003420145e-126
RpS12,1.7809143195945314e-130,9.407832081385193,6.871735152797379,8.770677892861995,5.211075884668975,2.9007532437555726e-126
PPP4R2r,1.913680894654638e-130,8.625126371938004,0.0,7.2662140690202,2.351072813114494,3.1170034412134744e-126
Sec61alpha,3.461909486728857e-130,8.9343765557707,0.0,7.367512545708966,2.256063780365332,5.638758171983962e-126
CG8460,3.723897568072856e-130,7.061037741924218,0.0,5.258758893958229,0.6846580958694694,6.065484358877067e-126
RpL7A,3.798673500374535e-130,9.743413896567027,6.34305977258703,8.841185523836405,4.739546702183014,6.187279397410042e-126
RpL3,3.873895936004895e-130,10.354844811781948,7.87259496267691,9.65749587199333,5.766878107230654,6.309801700564773e-126
GMF,4.434847783868956e-130,7.4628315562151855,0.0,5.5872610259175834,0.6740488770830205,7.223480070365756e-126
RpS14a,4.778756294009501e-130,9.123494281775912,7.190738915358575,8.68291116174662,5.79775545799524,7.783638251682675e-126
icln,5.030726941364043e-130,7.061889468875702,0.0,5.593142539602617,0.9536468453739457,8.194048042093753e-126
Ef1beta,1.5946308137034448e-129,9.225525142271199,4.194106290716211,8.404156884466419,4.04572598511656,2.597334669360171e-125
CG5446,1.680821211840551e-129,8.287420642842678,0.0,7.040206472823499,2.2567046917280544,2.737721589845889e-125
Prosbeta7,1.8195730514739437e-129,8.75818669436839,0.0,7.484918312394736,2.411853057244434,2.9637205862407593e-125
Ric,2.286399643834199e-129,0.0,8.908206485274512,1.8938578811723137,6.836523200581522,3.7240877398771437e-125
Prosalpha4,2.3371235876337158e-129,8.564553538510367,0.0,6.926569795433003,1.68973685038747,3.8067068995377964e-125
Octbeta2R,1.4489686100593396e-128,0.0,0.45144936207190584,0.12262613936533351,3.1273564497418844,2.360080072064652e-124
Argk,2.7088068287943823e-128,10.222152501747463,12.079149735006583,9.453446866338586,11.215572814166341,4.41210456274029e-124
fz2,4.1576270885642855e-128,7.216340065588758,0.0,6.40570238916,2.1764029690545947,6.771943001853508e-124
RpL27A,4.3532864791409125e-128,7.9472416495563785,0.0,7.120564477808333,2.7701156098732436,7.090633017224718e-124
Tomosyn,5.208122910361833e-128,0.0,7.824833530722934,1.6883550028990262,6.349619950611599,8.482990596397353e-124
RpS27,5.617529532027894e-128,8.660835164369454,5.026542160968473,8.060985294420519,4.064054876805038,9.149832101767034e-124
HP4,6.008196109105557e-128,7.694880598039726,0.0,6.3167234062483155,1.5901084854770648,9.786149822511131e-124
T-cp1,1.3039310067057075e-127,8.767340853137016,0.0,6.696930133751389,1.4209788625929984,2.1238428237222563e-123
CG42239,1.8816448661166566e-127,5.8192884510560345,0.0,4.584360045046387,0.8244616811627962,3.06482315793081e-123
CG5885,2.107311586531241e-127,7.767525903297006,0.0,6.146651771186246,1.1736680230988268,3.432389112142086e-123
CG31460,3.11086033878015e-127,5.656555777866278,0.0,4.5121510422076865,0.8191478628463698,5.0669693198051085e-123
RpL14,5.040303686731773e-127,9.758205271077738,7.821261310620631,9.20730058437161,6.014146338918816,8.209646644948711e-123
CG7708,6.550846647828002e-127,0.0,9.081591144461438,1.7595889344410203,6.8597375003201,1.067001901998225e-122
Hk,2.407596560799435e-126,1.1345903233436223,8.929504511280893,3.028673870616996,7.387900728504612,3.92149327823012e-122
RpL9,6.393459462863281e-125,8.647816620200388,3.284495123794313,7.723387502144346,3.7070171435444013,1.0413666773111712e-120
Prosbeta4,9.860748140433138e-125,7.962359044674186,0.0,6.42404901777804,1.5495923318882672,1.6061186571137496e-120
Prosalpha7,1.2682600178124406e-124,8.673728455488469,0.0,7.032965912634769,1.987864979117917,2.0657419170129032e-120
InR,9.947152618187516e-124,7.13527574067235,0.0,6.051150024024985,1.5678479630502395,1.6201922184503827e-119
Prosbeta6,4.291276227684328e-123,7.983725923819038,0.0,6.38322703377771,1.6397994920001895,6.989630719652233e-119
flr,4.4472262419773704e-123,7.993698724392178,0.0,5.612219228942819,0.6936801240369669,7.243642102932741e-119
Gdi,6.096264756861807e-123,9.064960734994148,5.96026520489011,8.55789583829529,5.084953728023729,9.929596035976512e-119
RpL24,6.517807671712568e-123,9.697719841457562,7.532407097066166,9.117874029805257,6.036040502095964,1.061620513568543e-118
CG32138,8.787840928838517e-123,5.828237432590089,0.0,5.314320194897297,1.9175440047161953,1.4313635304892177e-118
kra,1.56334664996353e-122,11.303847749341305,9.643776516374349,10.667722291889236,7.537048606244355,2.546379023460598e-118
RpS16,1.5825747683641934e-122,8.29408724044297,1.1247509149950066,7.496777879481005,3.361300326655095,2.5776977827115984e-118
Fas2,1.9716099586588144e-122,9.312350827647482,4.999829043469992,8.4775002289954,4.256942069924974,3.2113583006634768e-118
RpLP0,2.489579212913179e-122,10.52129563801722,8.238094143202654,9.595991513795724,6.014392870915269,4.055026621992986e-118
mbf1,2.7417131841537363e-122,9.098779054658356,0.0,7.763387281580566,2.9788637918985565,4.465702434349606e-118
pod1,7.521535298537079e-122,5.6674256983994695,0.0,4.78499507996029,0.7444233775637943,1.2251076694257194e-117
Hsc70-3,1.285215996278872e-121,10.089379912032658,6.032004480564489,9.217267775246013,4.867699812412158,2.0933598147390267e-117
RpS27A,1.840536624931975e-121,8.788569505915635,6.007817447835695,8.069360007620642,4.419194473975744,2.9978660546892007e-117
mago,2.42834273459682e-121,8.103400417131429,0.0,6.440869927991821,1.5079634238821462,3.9552846461113e-117
RpS11,6.859954749531442e-121,8.077366627518295,2.959461290677858,7.490210159452946,3.501209575010059,1.1173494296036813e-116
RpS3,1.0249229500965995e-120,8.575763305263843,1.4398036304954946,7.684514919236855,3.492351932355867,1.6693945011173413e-116
RpS29,1.4488048134148746e-120,8.658643656019978,5.941398098174046,7.956844140041112,4.533631057035687,2.3598132800901477e-116
RpL19,2.0510436466436292e-119,9.544065428641183,6.5297073982330165,8.797211617208067,5.013578813409318,3.3407398916531433e-115
CG10098,2.6759927337435105e-119,9.383268804172047,0.0,7.775552367419969,3.147622541975383,4.35865696472143e-115
CaBP1,5.63303829675337e-119,8.524334306294282,0.0,6.765609971687335,1.9116577276833477,9.175092777751888e-115
ChAT,8.041332252433463e-119,0.0,7.585929702686511,1.1526915869918593,5.6613079786260485,1.3097721972763625e-114
pHCl,9.000186310381436e-119,0.0,0.6643113578369715,0.2317852562678135,3.320849268031163,1.4659503462349284e-114
CG8613,2.2400692731244904e-118,0.0,0.9482749951113074,0.3083139058933732,3.673872417463187,3.64862483206517e-114
