,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
P5CDh1,9.018068673722014e-128,5.387526264392348,9.025144000000001,4.4278269801923615,8.06001827689216,1.4688630255758417e-123
ImpE2,3.6885417545334674e-127,0.0,0.0,3.429775572933443,0.045942971849894286,6.007896809784112e-123
SERCA,6.283729639789643e-127,2.322919641084395,8.536899000000002,3.3996724756117866,7.281117133995772,1.023493883728937e-122
Oda,1.1994599844205083e-126,9.175521467716424,10.2737705,7.993008621734232,10.116883251797049,1.9536804226241239e-122
Hsp60,1.324111385874005e-126,6.484174685916545,9.616304999999999,4.785394407613092,8.602431353287525,2.1567126253115792e-122
Hsp70Bb,5.4624617299123426e-126,7.8266042517561925,5.193466299999999,6.897723126469082,4.961124411173364,8.897257665681224e-122
Ef1alpha48D,2.027230523789068e-124,10.507412624225172,8.769229,9.761829358791637,7.126585018572939,3.301953077147634e-120
CG11448,4.276640652661702e-124,0.0,7.4245205,1.369598653454088,5.448314299038052,6.96579229505538e-120
CG1371,1.3709436985682257e-123,0.0,7.639517,1.6143762212610901,5.720371509365747,2.232993096227926e-119
mt:srRNA,3.196025802761227e-123,1.432649391724962,0.0,1.9725892284540893,0.28470127044397464,5.205686827537486e-119
CG40178,6.866251582556363e-123,6.37591287386104,8.777577,5.150072786539804,8.123498909196607,1.1183750577667804e-118
vfl,8.535040243562189e-122,0.9900053245609816,0.0,3.5786314072299836,0.2685648346088795,1.3901873548714093e-117
CG12038,9.603496722761674e-122,4.670469425902517,8.8258515,4.1053064750953165,7.861507822515856,1.5642175462034214e-117
pre-rRNA:CR45845,4.3255755099601324e-121,6.099855126781563,3.8332585,5.6022773654192815,3.66860511245243,7.045497390623063e-117
Hs3st-B,4.416816206262896e-121,4.126077728456764,9.18501,4.205145125485335,8.061602982177597,7.194110236761005e-117
cpo,6.964355216432603e-121,9.714570351780438,10.95144625,9.099998422837443,10.594529354228309,1.1343541776525423e-116
bel,4.3370385239481414e-120,6.576801306967714,3.7103156999999998,5.939141268051334,3.304243387906983,7.064168347806732e-116
mt:Cyt-b,5.363103984149673e-120,10.375583365616908,9.001676,9.966873267235849,8.839819947463011,8.735423769382987e-116
Inx2,2.2548485251771594e-119,0.4931085805601392,0.0,3.420955636809179,0.18816721432346725,3.6726972778085575e-115
CG5281,4.0788337732957643e-119,0.0,8.209717999999999,2.7802014743048225,6.736876008044397,6.643604449944141e-115
Gdi,1.264596193344595e-115,9.064960734994148,10.181666,8.55789583829529,10.042158624630023,2.0597742797196763e-111
noe,2.785937846247159e-115,14.280675878893465,13.092373,14.147903784476718,13.081497721458787,4.5377355639673725e-111
Tsp96F,9.908084247496446e-115,0.0,5.36950135,0.6938494568333314,4.315742650983092,1.613828762232221e-110
HmgD,1.603752439363006e-114,9.961330584273368,8.63553,9.347067474880769,8.151151003424951,2.6121919732344643e-110
Trp1,2.4322398021589933e-113,0.8819195895534899,8.0034585,3.3968005228091447,6.900754006025364,3.9616321897565682e-109
nolo,3.5071428928204103e-113,0.0,7.9856076499999995,2.761710868544455,6.568053529386885,5.7124343438258845e-109
Sec61gamma,1.385166975007416e-112,8.87628775360317,7.23334625,8.014650489856836,6.387461219556019,2.256159968892079e-108
Obp44a,1.3917188418668192e-112,1.9661874820241727,0.0,3.590639233719503,0.38030103636363644,2.2668316496326752e-108
CG2852,1.0299606890550352e-111,11.507760302148435,10.687874,11.526872741922269,10.581249620401698,1.6775999703328414e-107
muc,1.147538589547088e-110,0.0,7.610115700000001,1.969431640208547,5.661720439841432,1.8691108546542969e-106
CG2006,2.9518121120876637e-110,2.6291905410347014,0.0,2.654513161511444,0.762950769196617,4.807911568168386e-106
qtc,4.565868546584384e-109,0.0,8.61833,3.2624686303851314,7.021958904968275,7.436886688676645e-105
Vha68-1,5.718825993428356e-109,7.194841073749068,9.4189135,5.245816106654841,8.399017492019027,9.314823778096106e-105
Src42A,5.945751013340956e-109,5.860526970571066,8.360147,4.807254863548068,7.494737354767443,9.684439250529749e-105
Sra-1,7.018600795106842e-109,0.6783767417996751,8.4710235,3.094627852746602,6.896798256384773,1.1431896975070024e-104
slgA,1.2461455975923041e-108,1.5483955377492709,8.7199815,3.609802312424224,7.257625268710354,2.029721949358345e-104
InR,2.6092883452697187e-107,7.13527574067235,0.0,6.051150024024985,2.5801174154016913,4.250008856775318e-103
betaTub56D,4.6586491413087066e-107,12.890776237679558,13.617505999999999,12.421746049587002,13.451130991331933,7.588007721363621e-103
Set,7.10389918257301e-106,9.610870531905416,8.1973345,8.54519459390402,7.35259900887949,1.1570830988574918e-101
DopEcR,1.8358453066378847e-105,0.0,7.7463796,2.777463685713528,6.384060461881596,2.9902248354517864e-101
mCD8-GFP,3.369041167762046e-105,13.461434633419945,11.224041750000001,11.828512627764493,10.94963245803383,5.4874942540508204e-101
Cip4,5.0049963838802864e-105,4.3096013463326255,8.589047,4.047379943210034,7.193329685983087,8.15213811006421e-101
Vha26,6.143118152215608e-105,8.699966772709809,10.094825499999999,6.914891442761553,9.556535666067647,1.0005910846328782e-100
CG8726,7.069312980365647e-105,3.1999854202317053,8.567427,3.7086082550879538,7.066893735613105,1.1514496982419567e-100
ND-B14,8.893351423556606e-105,5.0726051135597015,7.3247373499999995,3.716366458984454,6.6087425682452485,1.4485490798689e-100
PIP5K59B,1.2738141153950433e-104,5.5441438435713515,8.9280375,4.514088575004891,7.840154175021144,2.0747884311554467e-100
RhoBTB,1.7987728204482974e-104,5.88906935636384,9.026518500000002,4.755169348505926,7.9617750507716725,2.9298411699461867e-100
Cow,4.334050076693043e-104,5.668492558158981,8.993613,4.813552040392854,8.26009539004229,7.059300764917628e-100
CG11155,2.425514422807771e-103,4.5398441551671285,8.0702855,4.109515349751195,7.239899558837207,3.9506778918692974e-99
Nlp,3.6926461158089573e-103,10.158044757357102,8.988372,9.332060890141094,8.572072685264267,6.01458199342963e-99
CG8301,4.1837722867331195e-103,0.0,1.85018745,0.5942139892765338,3.786781990380549,6.814528300630905e-99
pum,4.618279261012477e-103,8.423607751152348,6.42946975,7.9785543224550475,6.274272268498944,7.522253260337123e-99
CG15143,5.063151741837588e-103,0.0,0.0,0.6371230124766787,0.05617436692389006,8.246861557105063e-99
CG14182,7.745567133642826e-103,0.0,6.3911186,1.447340482719029,4.695703718086685,1.2615979747277435e-98
mamo,1.4033710259080793e-102,11.267103192172264,9.683659500000001,10.785300768421559,9.334593107505295,2.2858107269990795e-98
CdsA,1.7687429605753482e-102,0.0,7.77756825,2.9481034909076977,6.308361111627904,2.8809285341851272e-98
Sulf1,2.7688152956657966e-102,0.0,5.469933,0.8714988695587971,4.339327011004226,4.5098463535804495e-98
Sik2,7.232956902143033e-102,0.0,8.258003500000001,2.9311768274625756,6.710111177928126,1.1781040202210573e-97
CG42492,2.0015496469178593e-101,7.425399249565316,9.174104,6.447492732234564,8.815793734862583,3.2601240648998093e-97
NaPi-III,3.624596040631863e-101,5.516908573477559,8.7399685,4.607496932597709,7.681087122283307,5.903742030981178e-97
Ac76E,4.9684556996409175e-101,0.0,6.37917255,1.1215584050856737,4.56854353508457,8.092620643575127e-97
CG31678,2.632722364771036e-100,0.0,4.71836665,0.9171258506772851,4.020442079291758,4.288178187739063e-96
Syp,4.119387557340908e-100,9.90688750734276,8.8080535,9.599682397521976,8.458755691437629,6.709658453396871e-96
CG9132,1.0813731940524458e-99,0.0,4.478324349999999,1.3064311328206046,3.8059320474841436,1.761340658472624e-95
AP-2alpha,2.1031798099605595e-99,0.0,6.37748335,1.4911718181760787,4.873299545972507,3.4256592744637594e-95
Hsc70-4,2.1647164194534607e-99,11.76161374847126,12.5257145,11.035170317049074,12.334329550317122,3.525890104005797e-95
Ank2,5.99919187137778e-99,9.428661016843744,10.5050885,8.627524671202792,10.296067204862595,9.771483720100128e-95
CG3618,7.363441668223403e-99,1.7179110482299698,7.6488967500000005,2.8318004604093794,6.154988471300205,1.1993573789202278e-94
CG15704,8.533309614898392e-98,5.210298491094846,7.1798186,3.823275960931556,6.594431601754756,1.38990547007465e-93
CG1090,1.77837247198211e-96,0.0,1.6798548000000002,0.6585216587324852,3.949532733477804,2.8966130823644608e-92
snRNA:7SK,2.2331811881448654e-96,5.099107116434941,2.47925855,4.6114096929117325,2.4717792908033847,3.637405519250357e-92
vap,2.524983167589366e-96,1.0603790103898196,7.9144627,2.7779374241173445,6.333115088202966,4.112692583369559e-92
alphaTub84B,4.162495308832733e-96,12.772170095108144,13.36098,12.35089205054721,13.254151814693442,6.779872359026756e-92
CG2519,5.655356389526744e-96,3.9869342756645088,6.790255650000001,3.6971978973555717,6.416901689006338,9.211444487261161e-92
CG32138,1.3400939114063033e-95,5.828237432590089,3.0428007499999996,5.314320194897297,2.9418887219978895,2.1827449628985868e-91
inv,7.942371235168345e-95,0.0,0.0,0.5327141267774107,0.06306950304439744,1.29365342678422e-90
ImpL1,2.600384581810048e-94,0.0,0.0,2.4863634870606925,0.0,4.2355064068522055e-90
skap,7.349301451831692e-94,2.879071939440645,8.565093,3.931524294751969,7.283221748467227,1.197054220474346e-89
pncr002:3R,1.066329264000765e-93,0.0,0.0,2.1542953605207655,0.005421316067653277,1.736837105204446e-89
CG34401,2.0335501650567626e-93,7.801632203396225,4.4489133,6.812305095517321,3.9953493744397437,3.312246508844455e-89
Hasp,2.660701457134713e-93,0.0,2.7610655,0.7453494989263307,3.840665537389012,4.3337505333810205e-89
pros,4.6271477452135085e-93,13.012251517200356,11.4474545,12.491616323569438,11.216697355877393,7.536698247403763e-89
CG2082,4.797705759346018e-93,0.0,7.8110363,1.5133235477950393,5.4417561168498985,7.814503140822794e-89
Drat,6.388017638310765e-93,7.412961796795074,9.2621915,5.361964602849394,8.393571283340385,1.0404803129280573e-88
CG1607,8.942953466780302e-93,0.0,7.292576,1.3345008805986844,5.015425726194504,1.4566282606691757e-88
rl,1.584493719922621e-92,1.3587296877868345,6.74060295,2.5376959648634756,5.377286547748415,2.5808233710099653e-88
CG10137,1.9490957519778762e-92,0.0,8.1327395,2.4128688891424726,5.923154872790702,3.174687160821565e-88
Osbp,9.508869790598627e-92,0.0,0.0,0.255582263014783,2.3156869034989427,1.5488047114927043e-87
Nrx-1,1.014914811806951e-91,1.8471775149808356,8.014803,3.3475682822888624,6.698060365243136,1.6530932454711618e-87
unc-104,1.0953031480484507e-91,8.967093163146606,10.22327,7.953476380724746,10.019557309196617,1.7840297675413165e-87
bol,1.5893348626318068e-91,0.0,4.64511295,1.3874255400002158,4.104977424904861,2.588708624254687e-87
RpLP1,1.8841739142424893e-91,10.460120186240589,9.655215,10.102153366000719,9.502620621141665,3.0689424715181665e-87
shi,7.456785096673351e-91,6.408927484924742,8.835045000000001,5.340751273856059,7.822282407156449,1.2145611565461555e-86
mthl8,7.888337591102086e-91,0.0,4.2482238,0.9671957116500104,4.051999340232559,1.2848524268387078e-86
Osi7,7.113442477319911e-90,0.0,0.0,2.2972385967473237,0.0,1.1586375107058671e-85
Vha13,8.474724583521743e-90,7.379093940909168,8.702206,5.750159837857864,8.328379230338257,1.3803631401640214e-85
dsh,2.112666136675339e-89,2.9730685597918334,0.0,2.5575564707476808,0.83433316794926,3.441110603416792e-85
CR40712,6.224397973616433e-89,0.0,0.704731,0.1367884929286724,0.8521458240591968,1.0138299419426446e-84
CG3160,8.131896950439822e-89,0.0,7.5443848,1.9395131720077636,5.460034275866807,1.3245233752876382e-84
tyn,1.06784063457702e-87,0.0,0.0,2.469885718585607,0.37952091544397454,1.7392988255990502e-83
CG2469,3.4939416794627803e-87,0.0,8.305882500000001,2.5800315514783256,6.05372078551797,5.690932207508977e-83
CG4073,5.768854829967681e-87,0.0,0.0,0.5415850932574188,0.028557654883720928,9.396310747051359e-83
AdipoR,7.292437787061083e-87,1.8405295366485133,8.68248725,4.023729449691361,7.302054219799151,1.1877922667565092e-82
CG5934,7.913411031287279e-87,5.942062254141629,8.0887545,4.395985627329136,7.565422403171254,1.288936388776072e-82
Teh2,1.049984871766254e-86,0.0,6.617499199999999,2.2497626346325483,5.391636589059199,1.7102153591328744e-82
CG33543,1.5170136795379041e-86,0.0,0.0,0.5438369018034862,3.6247247551585633,2.4709118812313384e-82
CG5267,2.2440731058131105e-86,0.2494680533025513,0.0,0.7767095230002061,0.12463801826638472,3.6551462747483947e-82
Gapdh2,3.473010120866437e-86,8.519507645812062,9.809244,6.716359681792775,9.425919008763206,5.656838884867253e-82
GABA-B-R2,1.2340994235468523e-85,0.7975829809774331,7.5773916,3.0254462819813397,6.176130307748405,2.010101141073113e-81
Unr,1.6573916789731733e-85,8.695865827352664,7.296123249999999,8.296011403220607,7.0629286016173385,2.6995595667115046e-81
nmo,1.788508785144653e-85,9.808164747835553,8.6337665,9.26561010796067,8.30548774397463,2.913123109243611e-81
Rab14,1.0335341487841665e-84,0.0,8.1730315,3.5940960543797247,6.854767226162793,1.6834204215396504e-80
Acn,2.8505314947705482e-84,5.87278267467884,8.628555,4.726553158987643,7.448031768900633,4.642945698682269e-80
CG10417,3.6379599287732927e-84,0.6749007157332166,7.752602550000001,2.7451577817731607,5.800881854746302,5.925509131985939e-80
Cg25C,3.736268936959875e-84,0.0,0.0,0.07022293978382119,2.2911019057716695,6.085634844520244e-80
pAbp,6.489190472599326e-84,10.318316987423128,11.088704,9.971536359181378,10.890259303699791,1.0569593441769782e-79
Mdh2,6.711314004143886e-84,7.422103205470612,9.0853345,5.236936265423515,8.423451124418598,1.0931388249949562e-79
pre-rRNA-Psi:CR45856,2.723747550541082e-83,1.113744336525165,0.0,1.1553764536014357,0.423585027283298,4.4364400103213146e-79
Fie,1.5421210290938322e-82,0.0,6.9411688,1.6443934114357945,4.866185339873156,2.511806732188034e-78
Fem-1,2.514433615280644e-82,0.0,8.184139,2.8351202915244245,6.064486643245247,4.095509472569113e-78
Hem,3.225601755800436e-82,0.0,8.40616,2.690459575704511,6.053904007885835,5.25386013984775e-78
CG17272,3.3928997977465266e-82,7.187778673974936,0.0,5.58338926617518,2.874162502103596,5.526355190569542e-78
CG9395,4.723270999640316e-82,0.0,7.3929810499999995,2.0871058520632944,5.415604822642704,7.693263804214147e-78
Mgat2,6.054305685666046e-82,0.0,8.423347499999998,3.3006936892336967,6.426235979059198,9.861253100812855e-78
CG6330,8.562325124875364e-82,0.0,0.0,0.6086120724014653,3.16377736996829,1.3946315163396992e-77
Srpk79D,9.574398502760629e-82,0.4132648693630204,7.5808839500000005,2.8687564772024934,6.016303240961947,1.5594780281296512e-77
Cyt-c-p,1.0221645779557479e-81,4.8003116687623155,7.233983500000001,3.679174818989005,6.4592454277061275,1.6649016645743223e-77
Hydr2,1.1350975830254207e-81,4.663219860473676,8.631829999999999,4.160588500724313,7.090611207325583,1.8488469432318052e-77
CG43737,1.1536437524410818e-81,0.9897531915189256,8.166915,3.5387538519155095,6.791695493456658,1.879054943976034e-77
VhaPPA1-1,1.860808647465958e-81,6.411602521647816,8.501148,4.612489751255803,7.7305045680761,3.0308851249925525e-77
dpr19,5.434708173285753e-81,4.7141273341066885,8.300592250000001,3.984618737840819,6.808038790391117,8.852052672647834e-77
CanB2,1.5496964319998617e-80,6.552284231053858,8.592985500000001,4.719466655486957,7.961995838794927,2.5241455484413747e-76
Nca,1.9113415182553907e-80,6.175238717339887,7.841307350000001,4.563170958688484,7.231448717399591,3.11319306493438e-76
CG9170,4.0135449955286304e-80,0.0,7.14073075,2.4923730603860412,5.618286988890068,6.537262088717033e-76
CR44754,4.790220780886927e-80,0.0,0.0,0.5073376161095756,0.048920464873150105,7.802311607908626e-76
Tace,5.872677371064745e-80,6.1080194234431895,8.900147,4.6360015731148945,7.5580688652959855,9.565416901990257e-76
Teh1,3.319264576021535e-79,0.0,2.1101477,0.8007078593562762,3.3243171773361513,5.406418141423876e-75
lolal,3.6401251077528855e-79,9.285870801125084,8.280013499999999,8.664674069601906,7.769243046194494,5.9290357755079e-75
CG3257,4.44579156460369e-79,1.141988943080371,8.574516000000001,3.5948419868261294,6.6942779895137425,7.24130530042649e-75
mnb,5.741738086790158e-79,9.22116940711305,7.9936514,8.286203447306944,7.399566026141642,9.352142995763809e-75
Syn2,1.4849542840976633e-78,0.34851079625672715,6.0087363,1.3561942217323,4.70856841628964,2.418693537938274e-74
ImpE1,1.5002631538899416e-78,0.0,0.0,1.9618891847269608,0.0720751471987315,2.443628625055937e-74
rho-5,2.727514283449906e-78,0.0,7.558219749999999,2.5380491328646753,5.828943452283302,4.442575264883207e-74
Uhg7,2.7811435192292215e-78,1.0507990662978113,0.0,1.270642903862695,0.467337494957717,4.529926564120556e-74
Hsp27,3.5919880945846217e-78,11.81693765784179,11.2321885,11.620268453633477,11.0393996706131,5.850630208459432e-74
Oaz,7.66859599939602e-78,8.412163399571654,9.6663635,6.889837291035584,9.20158810113107,1.2490609163816238e-73
CG12817,1.5753222075576612e-77,0.0,6.03246115,1.8695294685833048,4.674593442706131,2.5658848116699187e-73
UQCR-C2,1.6514393480070379e-77,7.974836678003634,9.3942075,5.572518963173841,8.620978045676537,2.689864410033863e-73
CG40472,1.851611406880398e-77,5.688178350208736,0.0,4.50978493102588,2.1531237863530666,3.015904659526792e-73
