,pvalue,medianA,medianB,meanA,meanB,pvalue_adj
futsch,1.8485822132762397e-252,5.6159692419096885,9.982893441281222,4.745900435489267,9.57500362487424,3.010970708984339e-248
CG42540,3.3271671799837286e-243,0.0,8.636516403409457,0.7850398588312973,7.033595427415113,5.419289902757497e-239
kcc,1.8381803301774396e-233,0.0,5.229147283080559,0.29079762924134256,4.682578144677231,2.9940281217930136e-229
nrv3,6.633967560376972e-233,10.403209843982806,12.549129433187357,9.55838601077822,12.179441950536248,1.0805406362342012e-228
Tob,8.252408929129103e-231,0.0,5.143473703713191,0.12648903673546333,4.288321812703642,1.3441523663765483e-226
pHCl,5.267530400733727e-228,0.0,6.85361251401034,0.2317852562678135,5.362733227868349,8.579753516715094e-224
NaCP60E,4.671807419521566e-227,0.0,8.584435952638122,1.3115998466371575,7.440124065385689,7.609439924916726e-223
Tsp96F,9.114293929280917e-226,0.0,5.7419848351079645,0.6938494568333314,5.33566081962607,1.4845361952012756e-221
nAChRbeta1,1.6587288181880675e-225,0.0,10.362555685875098,3.023884232480111,9.422253635815194,2.7017374990647245e-221
Cam,6.984730284011142e-223,10.068185120557047,11.674302532214275,9.52319299905056,11.495092534729602,1.137672868659735e-218
Act42A,2.118623255696779e-221,13.138437107554484,10.99821646586842,12.7094840248867,10.054521938567953,3.4508135588789137e-217
CG7781,4.583602404801222e-220,5.17494297161295,10.502685703292542,4.147144299472542,9.436429443535026,7.46577159694023e-216
Hasp,4.742802961760673e-216,0.0,7.599650181427497,0.7453494989263307,6.226347997299327,7.725077464115784e-212
Calx,2.195535781140762e-214,0.0,5.350723918501403,0.13264034483822945,4.301366279501875,3.576088680322073e-210
Tsp42Ej,2.912442555016843e-212,7.246943274382055,10.766179662505088,5.193878322326729,9.810554181820462,4.743786433611433e-208
sty,3.103943529073903e-212,0.0,6.809951505456764,0.6194042908272692,5.616574037167927,5.055703220155573e-208
Teh3,5.956693222918844e-211,0.0,6.093307503847552,0.16816205645796914,4.796737724541186,9.702261921490213e-207
nSyb,5.85617150520745e-208,8.739882445296493,11.20630102890456,7.222952018594764,10.593160388086789,9.538532147681895e-204
Df31,1.6365153804866472e-206,11.61185277737952,10.05554327160724,11.152140633291866,8.828049774213751,2.665556251736651e-202
CG8398,1.637325355016747e-204,0.0,4.902892959528291,0.02167166298960769,4.137433386077985,2.6668755382512774e-200
Nlp,2.6719195392807555e-204,10.158044757357102,7.089325249783973,9.332060890141094,5.315086217802715,4.3520225455804945e-200
CG14509,4.4807680708280065e-202,0.0,8.656913592975881,1.4648665970843433,7.332385655258094,7.298275033764657e-198
tsr,4.2147309927776944e-201,11.574782292693554,9.755825933591288,11.354338043553712,8.93961092782657,6.864953841036309e-197
orb2,3.0319040323913876e-199,0.0,7.011112084778395,1.078935889341503,5.928196136356675,4.938365287959092e-195
unc79,9.551722367893308e-199,0.0,7.760335433210972,0.8522727301839592,6.215865458557396,1.555784539282462e-194
CG32225,6.975349353768709e-198,0.0,7.575987238734998,0.573087183308834,5.726517286062921,1.1361449027418472e-193
Idh,2.8377029225634065e-194,9.78820310044218,0.0,8.254983518444037,2.577094998805568,4.622050520271276e-190
Frq1,5.134113144246187e-193,0.0,9.043454618420784,2.4110328870807938,7.875029902433921,8.36244348934819e-189
sn,2.3579842376480555e-192,10.28230859999699,5.550388019989784,9.287652207465,4.591124507900597,3.840684726281153e-188
CG42806,3.629559284293509e-192,0.0,5.905690984992504,0.3180453195864854,4.585676034178268,5.911826162257266e-188
CanB2,1.1500166438582245e-189,6.552284231053858,10.210438618839028,4.719466655486957,9.211175111021547,1.873147109516276e-185
SIFaR,2.1346538454696375e-189,0.0,2.4329269631982706,0.044112112070682524,3.556862080611681,3.4769241835009456e-185
Rab26,8.710716236340073e-189,0.0,6.993282942312963,0.9756788761403656,5.714029256815151,1.418801460575071e-184
TM4SF,7.102955111043481e-184,5.667269823554148,10.340614484688796,4.562205565524093,9.316060480271974,1.1569293284867622e-179
Mp,2.139910878950116e-183,0.0,8.958783782458406,1.7772409161278253,7.508014702545868,3.485486839633949e-179
Slob,5.373117339938073e-183,0.0,5.6265819615874815,0.4455005123389557,4.659526299700286,8.751733523291133e-179
CG12643,1.7633292132851153e-182,10.623939288904584,7.875822232670702,9.881561386709,5.7528422276856235,2.872110622598796e-178
Ef1alpha48D,4.8730783421578375e-178,10.507412624225172,7.3378850451282025,9.761829358791637,5.364679490299111,7.937270003706685e-174
CG1090,2.785238267278312e-177,0.0,7.438789714169617,0.6585216587324852,5.508859583028619,4.5365960897429144e-173
CG32278,2.9342874884358163e-176,0.0,7.408112787860709,0.9339339849758045,5.758641439400376,4.7793674611642575e-172
unc80,3.20787304334642e-176,0.0,3.50247578667474,0.06849724240370973,3.548488207746942,5.224983613002648e-172
brat,1.0673201863369911e-175,9.995193310339976,7.323891997769077,9.548595687570229,6.034303995775739,1.738451119505691e-171
GEFmeso,2.951333534656066e-175,0.0,5.6991384101459746,0.48137406940104227,4.679179738407267,4.807132061247801e-171
CG3408,5.132202620053287e-175,7.793420784974508,0.0,6.13354351967056,1.0027576486833731,8.359331627542795e-171
cac,6.06466337083315e-175,3.2997594327244646,8.87757703632141,3.5640677873295075,8.020396614069883,9.878123698413034e-171
cpx,6.263692262308713e-174,9.455738048699573,11.414198902723472,8.312251300710509,10.738615359546042,1.0202301956848432e-169
CG12858,3.855260513505224e-173,0.0,4.325479444935627,0.3187592166595922,4.041279715148606,6.279448324397309e-169
Sap47,8.290782963156743e-172,7.702844593762713,9.925292389457981,6.307073831037648,9.282373932850982,1.3504027290389703e-167
Kr-h1,1.713891297700342e-169,4.859514109190435,0.0,4.015454312632371,0.005284750721945987,2.791586145694317e-165
CG13685,8.263157297169108e-168,0.0,5.135613368351093,0.4685868739946494,4.333217078599128,1.3459030605629043e-163
CG1764,1.5255933733444977e-167,0.0,6.433148345838525,0.3610151799577197,4.632117045142576,2.4848864865035178e-163
Hk,1.2237716835004397e-166,1.1345903233436223,8.507038180516183,3.028673870616996,7.39689411770157,1.9932793180855163e-162
CG3800,1.2875021306404057e-164,9.945508950515645,7.7969610957597615,9.578381831388242,6.847579040120722,2.097083470387093e-160
sif,7.850696079942112e-164,6.1231433366414745,9.365723063637411,5.023367207792553,8.661180148264616,1.278721377500971e-159
HmgD,8.63437898825819e-164,9.961330584273368,7.714614248056798,9.347067474880769,6.3864011807343966,1.406367649607494e-159
Frq2,2.5706820089927453e-163,0.0,4.1796094135884,0.5185659890891565,3.8903172209150445,4.1871268562473833e-159
Ih,4.748017075163691e-162,4.95915811328783,9.327815755830935,4.404665557349394,8.423686051399788,7.733570212026621e-158
shi,6.482255671920066e-162,6.408927484924742,9.778886862307207,5.340751273856059,8.86950591909425,1.0558298038423403e-157
Sulf1,9.977080326477482e-162,0.0,7.618833517418243,0.8714988695587971,5.869251886653953,1.6250668435766522e-157
CG2082,7.65676923632791e-161,0.0,8.955389439645113,1.5133235477950393,7.069915832963837,1.2471345732130901e-156
Tsp66E,2.3316155064278815e-159,0.0,8.602996886749846,2.175149008843938,7.2101595453126395,3.797735336869734e-155
CR44922,6.683150697971154e-159,0.0,1.4984689683032395,0.08632424542269763,2.7779833457057586,1.0885515856855415e-154
Eip78C,1.3413830074268562e-158,0.0,5.588044087743012,0.90651852039091,4.572260287942908,2.1848446424968634e-154
CG43737,6.685263636702972e-158,0.9897531915189256,9.568382278668471,3.5387538519155095,8.405219064835023,1.0888957411461802e-153
nAChRalpha5,1.2958398741748503e-157,4.684999540604919,9.237591789542863,4.087977956876193,8.147639841940611,2.1106639870559963e-153
CG6044,1.4713459643280544e-157,0.0,8.796927904162885,2.2435493754174725,7.25035772042406,2.396528306697535e-153
Syx1A,1.781084242814236e-157,7.744010345901112,9.92985031112814,6.502926447559385,9.271265908245438,2.901030014695827e-153
RNASEK,1.4324917058612562e-156,6.564523590529427,8.656389365433489,5.275111619628817,7.977417014948801,2.3332424905068142e-152
CG6329,2.790591746898e-156,7.510739074944827,9.869210011640217,5.982047808162513,9.08789746208649,4.5453158373474624e-152
Shab,4.396083133123911e-156,0.0,6.674608531429268,0.957555928133929,5.228412160600847,7.160340207232227e-152
Gapdh2,9.07906104004342e-156,8.519507645812062,10.926119057837221,6.716359681792775,9.859137325911918,1.4787974622022722e-151
side,9.934585198253363e-156,0.0,6.2367233127666495,0.9142067803105578,5.051518779554559,1.6181452370915078e-151
Bsg,1.2363908950662376e-155,7.027879883697964,9.239422382778779,6.433706206567686,8.66444350083801,2.0138334898838878e-151
Vha13,1.253153298330757e-155,7.379093940909168,9.742190414049047,5.750159837857864,8.792413774968885,2.041136092321137e-151
Hsp67Bc,2.153130452845869e-155,10.813730036361052,12.729697365137165,10.032826884165221,12.493340558752905,3.5070188815953514e-151
chinmo,3.1370449850801943e-155,9.772762534944725,7.368567806992552,9.033402630983689,6.021082608833013,5.1096188716986206e-151
CG30116,8.037782024135142e-155,0.0,6.866507242959063,0.9043868022681889,5.397390693271849,1.3091939360911318e-150
CG31221,2.375884799661012e-153,0.0,8.407699923428131,2.085733211264628,7.043528186980835,3.8698411616878562e-149
CG42541,1.6761936252870403e-152,0.0,8.277157691777923,2.1473606666088916,6.805354528717299,2.7301841768675313e-148
Pglym78,2.6593854504406766e-150,0.0,8.125966801615789,1.6625861825159662,6.468265751152604,4.331607021677774e-146
Hsp67Ba,4.1207522818164315e-150,9.494455553752053,7.9373460385385295,8.84499777962393,6.887719076432735,6.711881316622604e-146
RpLP1,6.614310358585558e-150,10.460120186240589,9.06790527090477,10.102153366000719,8.016539398469174,1.0773388712064156e-145
Teh1,4.517248586294754e-149,0.0,5.9719338348975946,0.8007078593562762,4.854260908296877,7.357694497356896e-145
Cbp53E,9.674707916784788e-149,0.0,5.600231184740332,0.7612440431500812,4.955311667373707,1.575816425485906e-144
Shawl,1.0232842749552899e-148,0.0,5.2449684621410855,0.6680104116655733,4.23394210788734,1.6667254270471762e-144
qvr,7.4704949011733e-148,4.902936644483542,9.020068065058359,4.068512897669872,7.884518860596749,1.2167942095031071e-143
Teh2,8.707336330489966e-148,0.0,7.898190281233655,2.2497626346325483,6.619739600296033,1.4182509415102056e-143
gammaSnap2,2.2477274677942323e-147,0.0,5.693802793040727,0.48573085344153466,4.161914531647739,3.6610984995432457e-143
Syt1,3.0888928305634e-147,5.8812600152405725,9.558936998654273,4.929603075340923,8.562818006899422,5.031188642421666e-143
CG30172,2.580873186782349e-146,8.533821698779112,9.986389028071752,7.673779132635857,9.53028643437835,4.2037262466310904e-142
Rgk1,6.434132450339878e-146,0.0,2.086931055322772,0.25256394741109717,2.742768920421579,1.0479914935113594e-141
Non2,4.9701663556873657e-144,10.720699770915848,8.896709078011133,9.794970045367851,7.265071701300869,8.095406960143581e-140
Drep2,6.563514813467493e-144,4.363167215562622,7.964620780654659,4.00821231688165,7.266967490382882,1.0690652928175853e-139
eff,3.7129263479143025e-143,10.947007108400584,9.711593950129123,10.456770266578685,8.557406674645138,6.047614435482816e-139
CG42492,8.287118658399355e-143,7.425399249565316,9.680349707023902,6.447492732234564,9.273017455732818,1.349805887080087e-138
CG9813,8.341685609018598e-143,0.0,6.28166268149904,1.2382552459767124,5.044046462990371,1.3586937519969492e-138
ogre,1.5924371082081684e-142,5.185217458837837,0.0,4.446299933209335,0.5862534528510018,2.5937615618494646e-138
Oatp74D,2.8734126107088037e-142,0.0,5.529692177134465,0.7906756350160744,4.512298695283445,4.6802144603225e-138
Nlg4,1.8792987200657706e-140,0.0,6.007893465819138,1.8288158269488546,5.28832523110591,3.0610017552431272e-136
dpr14,3.3175624746288384e-140,0.5385240806293994,5.991363950075543,1.788990267022781,5.427026003935035,5.403645758675452e-136
CG42402,1.0481508867109405e-139,0.0,4.720591452179887,0.687736967774666,4.186050675081436,1.70722816427478e-135
IA-2,1.1965198378413272e-139,3.71449944246206,9.144448920377801,3.8045901586460706,8.072137671498425,1.9488915118759537e-135
Ric,6.31502317977495e-138,0.0,8.183353747056406,1.8938578811723137,6.267114073562053,1.0285909755217438e-133
CG12994,2.2514178238626777e-137,0.0,3.3289782570787985,0.3225094048841186,3.7512975489483686,3.667109351507529e-133
Sh,3.6635143290567816e-137,8.165273898550723,10.124884865977297,7.2827538305731565,9.356072723288369,5.967132139167686e-133
Tcp-1eta,4.655583412820776e-137,9.372864574227314,4.179004571775554,7.74253828413996,3.8726638521292043,7.583014262802479e-133
Pdp1,1.271737024156327e-135,2.8178012119203304,7.769540389621488,3.2900896854294825,6.857317144788158,2.0714052649458252e-131
Dic1,1.8958327811561173e-135,0.0,7.299890293841216,1.0072245941900448,5.2136628548518225,3.087932433947084e-131
yps,3.7873638631108844e-135,10.115970152919433,7.717904114104716,9.114501241041541,5.984306138022718,6.168858260235009e-131
capu,1.3427763920695025e-134,0.0,0.651414864862692,0.10993025709225453,2.274472686009591,2.1871141874028055e-130
DopEcR,2.458422768570256e-134,0.0,8.443392948181927,2.777463685713528,6.998610997829973,4.004279005447233e-130
CG44242,3.496114880784387e-134,4.578040709105977,7.738143975638673,3.405701970866634,6.68111327817792,5.6944719178216095e-130
Pde8,1.0480288730286275e-133,0.0,0.0,0.11021852111192315,2.7512784419479854,1.7070294283890283e-129
Nckx30C,3.146585567692839e-132,0.0,7.866181103731182,2.2333064614495863,6.49784277599855,5.125158572658096e-128
Pvf3,3.9975363566034223e-132,0.0,6.3727269247284255,1.0069238836178132,4.943091455308187,6.511187217635654e-128
beat-Ib,9.838555938561245e-132,0.0,0.7518950660108737,0.19270873260176133,3.250579159840845,1.6025039912728555e-127
fred,8.691767157048495e-131,0.0,4.973154529163263,0.5769430522905052,4.176675972715087,1.4157150345400589e-126
RhoGAP100F,1.7965622659935814e-130,0.9904628475478762,8.224603693001848,3.0207272208641944,7.040337064826844,2.9262406188503453e-126
CG12817,8.031388934338524e-130,0.0,7.291462317333988,1.8695294685833048,5.930261676772867,1.3081526296250587e-125
Fim,2.0602412518743554e-129,6.681788873818368,0.0,5.814248790823345,2.4159228113757454,3.35572095105295e-125
jar,2.1395070309061197e-129,0.0,1.575407561268017,0.2713160629412402,2.728227984589099,3.4848290519398876e-125
nolo,5.623902406867516e-128,0.0,8.480850548824337,2.761710868544455,6.953518211148681,9.16021224030581e-124
CG14762,6.583063448586391e-128,0.0,7.823662760358433,1.8135699553351605,6.125873217483776,1.0722493745057513e-123
CG5890,7.358181387785753e-128,0.0,8.096458814560979,2.613130287862487,6.526156700101061,1.1985005844425435e-123
Ubi-p5E,1.1144838273791755e-127,3.2118586956764417,7.717811430679195,3.258872875940202,6.605232087472095,1.815271258035201e-123
UQCR-6.4,2.554761774763457e-127,4.057314578361396,6.926893260022415,3.1983850653142,6.043996654686648,4.1611959787347187e-123
Trpgamma,5.258211274467969e-127,0.0,0.985574727047156,0.1552228921338248,2.546859595854493,8.564574523853428e-123
Mid1,6.612240216489691e-127,0.3590267990268655,7.912088351247134,2.5723587663968335,6.637909967655517,1.0770016864618409e-122
Dop1R1,1.1860841759083818e-126,0.0,6.36753391104533,0.9826096084334718,4.823046338396374,1.9318939057195722e-122
igl,4.617949542884432e-126,3.688377086990458,9.525638657021252,3.8813437433168487,7.999104338886086,7.521716215450163e-122
RpS3A,1.433716749739867e-125,10.61803972966874,9.540244329484246,10.231601209884264,8.548864003001416,2.3352378419762954e-121
Ktl,6.675954122570431e-125,0.0,8.361372665809906,2.1940500426918708,6.498365123473268,1.0873794074842718e-120
dpr13,9.52002782096797e-125,0.0,5.32366497208002,0.7174307232522851,4.311133566338939,1.550622131479263e-120
eag,1.6459131142152654e-124,0.0,4.513692613798062,0.9237165549355245,4.01529711540372,2.6808632804338244e-120
CG45263,2.214169643834928e-124,0.0,7.660962352389009,1.4754022203712005,5.886599350446044,3.606439515878331e-120
CG33143,2.5524565923308384e-124,0.0,7.244304287730446,1.961043931104136,5.858698270347708,4.15744129758847e-120
CG6330,6.60111191936799e-124,0.0,4.00717051069411,0.6086120724014653,3.9194632915646457,1.0751891094266583e-119
ImpE2,5.9974126920375375e-123,0.0,0.0,3.429775572933443,0.028725184667809038,9.768585792790741e-119
CG18853,2.045926762962372e-122,0.0,0.0,0.0024958106187880926,2.322847771419495,3.3324055115131116e-118
CG32206,1.2329055353558128e-120,0.0,0.7580045966005412,0.238987799245713,2.7340500487978354,2.0081565359875478e-116
CG14669,2.797048516382766e-120,0.0,3.4060446244891573,0.5784736149644061,3.5583572393198084,4.5558326234842493e-116
CG43729,3.685146680675948e-120,6.167340071320611,10.376213501575695,4.783595780365475,8.901474308152252,6.002366913484985e-116
CG4577,3.152130517769337e-119,0.0,2.5688134602737622,0.42667956549658587,3.4173522024515064,5.134190187342696e-115
Rtnl1,4.665470078341086e-119,8.521168720978759,10.441698131022477,7.020865659177611,9.393828708469872,7.599117663601961e-115
MESK2,6.847971443301295e-119,6.861519461729008,9.62174124738693,5.366633370370235,8.386439007457117,1.115397588684915e-114
Syn,8.269971979585377e-119,2.0371008386681946,8.434205778628288,3.308299037505858,7.064628241755931,1.3470130360348663e-114
CG17680,1.7801356281340583e-118,0.0,7.4370091338984965,1.954964193853378,5.809656967701448,2.8994849111047542e-114
Cngl,2.1546261932517186e-118,5.38369725179472,8.390614888407121,4.236779835940637,7.512207683531839,3.509455143568399e-114
RpLP2,9.547888575253547e-118,9.680050299973773,8.295967355160375,9.307478259599279,7.350213674458675,1.555160091137298e-113
Ca-alpha1D,1.0916889121208364e-117,0.0,5.28807002617452,1.613743755263486,4.720131973676765,1.7781429000624183e-113
Ef1gamma,1.3416634246375133e-117,9.775656046416367,7.8628577119722625,8.74668430774093,6.091319769014104,2.1853013860495817e-113
l(3)neo38,2.8941557271104884e-117,8.845416362602068,6.808653602011615,8.107654109110559,5.410848710686099,4.7140008483175633e-113
Rdh,3.1643034912867526e-117,0.0,5.29093998428617,1.2612425596509,4.20623976354756,5.1540175266078625e-113
rgn,6.824266278946733e-117,0.0,7.897422221131835,1.7233551059050778,6.065999254327059,1.111536491514844e-112
Hr4,1.1338032182204499e-116,6.95506584360911,9.19350418127868,5.6963286336413255,8.37115859512606,1.8467386818374688e-112
tipE,2.8211281081560293e-116,0.0,5.743344047492674,1.2847510791091585,4.5641750813974005,4.595053462564541e-112
SmF,4.719611591862918e-116,6.662164481907471,0.0,5.766459418251989,2.5787599268525767,7.687303360826321e-112
RpS2,1.9588369471397375e-115,10.535342347950452,9.317450674815985,9.937130460303383,8.204209986284313,3.1905536195012046e-111
CG14182,6.053105215820562e-115,0.0,6.464601957790705,1.447340482719029,5.119422815352655,9.859297775528532e-111
Tomosyn,1.691219219630184e-114,0.0,6.713789364786285,1.6883550028990262,5.332798830224796,2.7546578649336435e-110
CG30415,1.744187626349275e-114,7.138143413405386,8.940056636508709,5.925937642045202,7.998684772106635,2.8409328057976987e-110
Ace,2.0581597960067586e-114,4.441839176834423,9.251932916462213,4.214539489638791,7.96117184279352,3.3523306757358083e-110
mt:CoIII,4.5337851759646504e-114,11.563834818540544,12.566658345804232,11.334145275681635,12.46616357857448,7.384629294611223e-110
dlg1,2.300173206710088e-113,6.866887176460912,8.560946972096355,6.070145970563968,7.956045629557911,3.7465221190893915e-109
14-3-3epsilon,3.20150320795884e-113,13.754834664445836,12.899736671462962,13.706733099821514,12.680409570960352,5.214608425123359e-109
CG11000,6.512904156446156e-113,0.0,5.796210692628024,1.092979131989665,4.54275551501168,1.0608218290019498e-108
Gfrl,6.969411239689828e-113,0.0,7.410688323974724,1.771232271174595,5.788331214281022,1.1351777027206791e-108
dpr5,4.0705855151354446e-112,0.0,0.0,0.055044430356496296,2.7027609258239447,6.630169687052612e-108
CG45002,9.019216466827116e-112,0.0,5.338548304693345,1.3859159475741174,4.687119033239445,1.4690499781168007e-107
nwk,1.6741742021625024e-111,0.0,2.423763018518354,0.6239078814368523,3.335935244739417,2.726894940482284e-107
dpr11,4.2280245970699964e-111,0.0,0.0,0.2676443408864843,2.8987675572127016,6.88660646370761e-107
Trp1,5.262747004065459e-111,0.8819195895534899,8.204753369911913,3.3968005228091447,6.780997969406465,8.571962320221819e-107
Reph,1.274461861416499e-110,8.975889047576207,5.90653024589963,7.796484975312094,4.600727572270512,2.0758434798751937e-106
Set,1.707755445022615e-110,9.610870531905416,7.6982177431214645,8.54519459390402,5.824474377756371,2.7815920688528355e-106
Rop,2.0821140230769803e-110,3.462528077750421,8.820458224805225,3.6965866292050045,7.415979260941761,3.3913473207877857e-106
Octbeta2R,7.064278477689419e-110,0.0,0.0,0.12262613936533351,2.3747815512029535,1.1506296784460525e-105
CG34113,1.2704531915671753e-109,0.0,4.530546530968553,0.8335585222042222,4.076679223573692,2.069314158424615e-105
GluClalpha,1.082517562264588e-108,3.4407465848926164,8.371327432487838,3.763931941327049,7.261467590496261,1.763204605416561e-104
CG11267,1.80984115532931e-108,6.914634459610728,8.91662217316211,5.392409924801362,7.843532698623706,2.94786927380038e-104
Pkc53E,2.461070035138719e-107,0.0,4.391734367738277,0.9203387460566544,3.739401255203608,4.0085908732339455e-103
Prosalpha3,5.483538809503817e-107,9.400556405595307,6.959551833121884,8.299634341036343,5.2552542053130535,8.931588012919817e-103
Vha16-1,7.891721501466629e-107,8.530454033182004,9.914345511710067,6.994971764440315,9.315639798364119,1.2854035981588845e-102
Blimp-1,8.289111632149776e-107,0.0,4.202683423947866,0.8592800214522641,3.8648110936319164,1.3501305026445555e-102
Gpo-1,1.5783667009778854e-106,0.0,7.091670341234137,1.597187150751339,5.337875097716476,2.57084368255278e-102
Rab14,2.1540336228189904e-106,0.0,8.796510095192907,3.5940960543797247,7.25659711888672,3.5084899648475715e-102
Vha36-1,1.1795350358201643e-105,5.518927731623299,9.125495139907287,4.286386669172079,7.789514306253654,1.9212266663438837e-101
CG33199,4.475982778853914e-105,0.4753149901067816,6.280095000349894,1.6874936252224462,4.926843018012715,7.290480750197255e-101
CG7414,9.016669266517642e-105,9.058537834543678,1.8228260102635532,7.124800058233357,3.5251518194664477,1.4686350901303935e-100
CG6154,1.5481569687019486e-104,0.0,0.0,0.25845546712585965,2.86782285443255,2.521638070621734e-100
dpr1,4.651185079537834e-104,0.0,6.581021440422741,1.3188789037750228,4.970929929108325,7.575850257551224e-100
Glut4EF,6.545965091981106e-104,0.0,7.117211118136019,2.6268726504428033,6.2866870100878725,1.0662067941818824e-99
muc,7.731576668737647e-104,0.0,7.45740427017277,1.969431640208547,5.529685701741651,1.259319207803988e-99
ND-B14,1.4759662668383962e-103,5.0726051135597015,7.701388425849204,3.716366458984454,6.617369313801227,2.40405385542638e-99
CG13928,3.0005271229981016e-103,11.00921166467406,9.70339352637458,10.257988290249832,8.255448269482718,4.887258577939308e-99
ox,3.7982560538114546e-103,4.769651315607941,6.841134697081326,3.9388347182251544,6.030142598924193,6.186599460448097e-99
CG42613,5.311794281753479e-103,3.8271881527357663,6.808675949825264,3.4036876502012987,6.116927604205023,8.651850526120067e-99
CG5151,5.319924042916699e-103,7.371798223482304,4.065407020564701,6.452284700690201,3.4465690046406006,8.66509228110272e-99
dpr9,1.381513453367272e-102,0.8055110056839573,7.459683162577736,2.7479834685884694,6.247338518919427,2.2502091128446125e-98
rdo,1.5745026673139569e-102,0.0,0.0,0.3056276534680002,2.956093314624037,2.564549944520973e-98
Patsas,3.607540943783205e-102,0.0,0.0,0.3289107043019507,2.950662658593626,5.875962689234084e-98
Ef1alpha100E,4.350875576382966e-102,12.060459896865272,10.930719061206052,11.590575117652797,9.947420401973188,7.086706138812575e-98
GstZ2,4.665408740489607e-102,9.811829571759409,7.3786085588880335,8.636795586674152,5.544367561679061,7.599017756509473e-98
CG17803,1.0078195863386558e-101,3.35431815634412,0.0,3.6512166931435033,0.723311676502188,1.6415365422284027e-97
dpr18,1.101232982437577e-101,0.0,0.0,0.2762541024613435,2.7940075616206643,1.7936882817943255e-97
CG8248,4.3517581534828226e-101,0.0,7.037096525027429,1.46944849120411,5.084406181249817,7.088143680392821e-97
St3,4.46487005775653e-101,0.0,6.41264144038357,1.2756162137422942,4.722931021216649,7.272380350073837e-97
CG9376,1.6987432331393036e-100,0.0,7.827466384464631,2.825111436569583,6.514181754360121,2.7669129781372977e-96
RpL23A,2.465205897374823e-100,10.477324373479254,9.468821085550324,9.908670403005583,8.429159817433561,4.0153273656441115e-96
CG9098,3.8010261840597665e-100,8.182015321285999,0.0,6.525916059713859,2.658133280724973,6.191111448596548e-96
Nrx-1,3.914810746026567e-100,1.8471775149808356,7.961161475787523,3.3475682822888624,6.953322391201121,6.376443743128072e-96
Inx2,9.396353101828063e-99,0.4931085805601392,0.0,3.420955636809179,0.4281512352637544,1.530477993225755e-94
mub,1.0053467940898433e-98,7.344888274215076,9.768533106855337,6.014043737265672,8.655551534377867,1.637508858213537e-94
CG44153,1.1726188399991247e-98,0.0,2.2332083428723624,0.6078797736732486,3.4559565931898195,1.9099615665905744e-94
CG33639,2.4579071920773277e-98,0.0,2.5187519802973632,0.6169471270902889,3.362436982248796,4.0034392344555516e-94
sced,5.488013201551508e-98,0.0,5.181170168872796,1.062290405676398,4.395845342742681,8.938875902687096e-94
CG13920,1.5336891481798202e-97,7.960458510017119,9.556804456626491,6.32105264648377,8.561316379116272,2.498072884555291e-93
